uid,name,source_metadata,metadata_descriptor,url,insert_date
1,refGene,"NCBI Homo sapiens Annotation Release 109 (2018-03-29),","version,",ftp://hgdownload.soe.ucsc.edu/goldenPath/hg38/database/refGene.txt.gz,2019-11-24 04:55:54
2,ENCODE,"ENCFF782SGI,","accession,",https://www.encodeproject.org/files/ENCFF782SGI/@@download/ENCFF782SGI.bed.gz,2019-11-24 05:00:50
3,ENCODE,"ENCFF146URA,","accession,",https://www.encodeproject.org/files/ENCFF146URA/@@download/ENCFF146URA.bed.gz,2019-11-24 05:00:50
4,ENCODE,"ENCFF373DVN,","accession,",https://www.encodeproject.org/files/ENCFF373DVN/@@download/ENCFF373DVN.bed.gz,2019-11-24 05:01:18
5,ENCODE,"ENCFF767LMP,","accession,",https://www.encodeproject.org/files/ENCFF767LMP/@@download/ENCFF767LMP.bed.gz,2019-11-24 05:01:18
6,ENCODE,"ENCFF661IIS,","accession,",https://www.encodeproject.org/files/ENCFF661IIS/@@download/ENCFF661IIS.bed.gz,2019-11-24 05:01:18
7,ENCODE,"ENCFF981HPG,","accession,",https://www.encodeproject.org/files/ENCFF981HPG/@@download/ENCFF981HPG.bed.gz,2019-11-24 05:01:18
8,ENCODE,"ENCFF668UDC,","accession,",https://www.encodeproject.org/files/ENCFF668UDC/@@download/ENCFF668UDC.bed.gz,2019-11-24 05:01:18
9,ENCODE,"ENCFF992DNN,","accession,",https://www.encodeproject.org/files/ENCFF992DNN/@@download/ENCFF992DNN.bed.gz,2019-11-24 05:01:18
10,ENCODE,"ENCFF444KIX,","accession,",https://www.encodeproject.org/files/ENCFF444KIX/@@download/ENCFF444KIX.bed.gz,2019-11-24 05:01:18
11,ENCODE,"ENCFF867LEE,","accession,",https://www.encodeproject.org/files/ENCFF867LEE/@@download/ENCFF867LEE.bed.gz,2019-11-24 05:01:18
12,ENCODE,"ENCFF372DVA,","accession,",https://www.encodeproject.org/files/ENCFF372DVA/@@download/ENCFF372DVA.bed.gz,2019-11-24 05:01:18
13,ENCODE,"ENCFF973KKY,","accession,",https://www.encodeproject.org/files/ENCFF973KKY/@@download/ENCFF973KKY.bed.gz,2019-11-24 05:01:18
14,ENCODE,"ENCFF897UFD,","accession,",https://www.encodeproject.org/files/ENCFF897UFD/@@download/ENCFF897UFD.bed.gz,2019-11-24 05:01:18
15,ENCODE,"ENCFF866EIC,","accession,",https://www.encodeproject.org/files/ENCFF866EIC/@@download/ENCFF866EIC.bed.gz,2019-11-24 05:01:18
16,ENCODE,"ENCFF486UBE,","accession,",https://www.encodeproject.org/files/ENCFF486UBE/@@download/ENCFF486UBE.bed.gz,2019-11-24 05:01:18
17,ENCODE,"ENCFF788RFY,","accession,",https://www.encodeproject.org/files/ENCFF788RFY/@@download/ENCFF788RFY.bed.gz,2019-11-24 05:01:18
18,ENCODE,"ENCFF725FJK,","accession,",https://www.encodeproject.org/files/ENCFF725FJK/@@download/ENCFF725FJK.bed.gz,2019-11-24 05:01:18
19,ENCODE,"ENCFF687WWO,","accession,",https://www.encodeproject.org/files/ENCFF687WWO/@@download/ENCFF687WWO.bed.gz,2019-11-24 05:01:18
20,ENCODE,"ENCFF552XDP,","accession,",https://www.encodeproject.org/files/ENCFF552XDP/@@download/ENCFF552XDP.bed.gz,2019-11-24 05:01:18
21,ENCODE,"ENCFF769PHB,","accession,",https://www.encodeproject.org/files/ENCFF769PHB/@@download/ENCFF769PHB.bed.gz,2019-11-24 05:01:18
22,ENCODE,"ENCFF129YTH,","accession,",https://www.encodeproject.org/files/ENCFF129YTH/@@download/ENCFF129YTH.bed.gz,2019-11-24 05:01:18
23,ENCODE,"ENCFF153EBU,","accession,",https://www.encodeproject.org/files/ENCFF153EBU/@@download/ENCFF153EBU.bed.gz,2019-11-24 05:01:18
24,ENCODE,"ENCFF668SIT,","accession,",https://www.encodeproject.org/files/ENCFF668SIT/@@download/ENCFF668SIT.bed.gz,2019-11-24 05:01:18
25,ENCODE,"ENCFF951SRP,","accession,",https://www.encodeproject.org/files/ENCFF951SRP/@@download/ENCFF951SRP.bed.gz,2019-11-24 05:01:18
26,ENCODE,"ENCFF833YST,","accession,",https://www.encodeproject.org/files/ENCFF833YST/@@download/ENCFF833YST.bed.gz,2019-11-24 05:01:18
27,ENCODE,"ENCFF036SCR,","accession,",https://www.encodeproject.org/files/ENCFF036SCR/@@download/ENCFF036SCR.bed.gz,2019-11-24 05:01:18
28,ENCODE,"ENCFF374MIO,","accession,",https://www.encodeproject.org/files/ENCFF374MIO/@@download/ENCFF374MIO.bed.gz,2019-11-24 05:01:18
29,ENCODE,"ENCFF801TOC,","accession,",https://www.encodeproject.org/files/ENCFF801TOC/@@download/ENCFF801TOC.bed.gz,2019-11-24 05:01:18
30,ENCODE,"ENCFF239WMO,","accession,",https://www.encodeproject.org/files/ENCFF239WMO/@@download/ENCFF239WMO.bed.gz,2019-11-24 05:01:18
31,ENCODE,"ENCFF016OGE,","accession,",https://www.encodeproject.org/files/ENCFF016OGE/@@download/ENCFF016OGE.bed.gz,2019-11-24 05:01:18
32,ENCODE,"ENCFF341UHT,","accession,",https://www.encodeproject.org/files/ENCFF341UHT/@@download/ENCFF341UHT.bed.gz,2019-11-24 05:01:18
33,ENCODE,"ENCFF142JXX,","accession,",https://www.encodeproject.org/files/ENCFF142JXX/@@download/ENCFF142JXX.bed.gz,2019-11-24 05:01:18
34,ENCODE,"ENCFF336ZND,","accession,",https://www.encodeproject.org/files/ENCFF336ZND/@@download/ENCFF336ZND.bed.gz,2019-11-24 05:01:18
35,ENCODE,"ENCFF393VDG,","accession,",https://www.encodeproject.org/files/ENCFF393VDG/@@download/ENCFF393VDG.bed.gz,2019-11-24 05:01:18
36,ENCODE,"ENCFF509NRY,","accession,",https://www.encodeproject.org/files/ENCFF509NRY/@@download/ENCFF509NRY.bed.gz,2019-11-24 05:01:18
37,ENCODE,"ENCFF254NYT,","accession,",https://www.encodeproject.org/files/ENCFF254NYT/@@download/ENCFF254NYT.bed.gz,2019-11-24 05:01:18
38,ENCODE,"ENCFF693MYU,","accession,",https://www.encodeproject.org/files/ENCFF693MYU/@@download/ENCFF693MYU.bed.gz,2019-11-24 05:01:18
39,ENCODE,"ENCFF611MLV,","accession,",https://www.encodeproject.org/files/ENCFF611MLV/@@download/ENCFF611MLV.bed.gz,2019-11-24 05:01:18
40,ENCODE,"ENCFF199TXU,","accession,",https://www.encodeproject.org/files/ENCFF199TXU/@@download/ENCFF199TXU.bed.gz,2019-11-24 05:01:18
41,ENCODE,"ENCFF113XGW,","accession,",https://www.encodeproject.org/files/ENCFF113XGW/@@download/ENCFF113XGW.bed.gz,2019-11-24 05:01:18
42,ENCODE,"ENCFF805FIF,","accession,",https://www.encodeproject.org/files/ENCFF805FIF/@@download/ENCFF805FIF.bed.gz,2019-11-24 05:01:18
43,ENCODE,"ENCFF639IZT,","accession,",https://www.encodeproject.org/files/ENCFF639IZT/@@download/ENCFF639IZT.bed.gz,2019-11-24 05:01:18
44,ENCODE,"ENCFF412TMX,","accession,",https://www.encodeproject.org/files/ENCFF412TMX/@@download/ENCFF412TMX.bed.gz,2019-11-24 05:01:18
45,ENCODE,"ENCFF858LBR,","accession,",https://www.encodeproject.org/files/ENCFF858LBR/@@download/ENCFF858LBR.bed.gz,2019-11-24 05:01:18
46,ENCODE,"ENCFF809TPY,","accession,",https://www.encodeproject.org/files/ENCFF809TPY/@@download/ENCFF809TPY.bed.gz,2019-11-24 05:01:18
47,ENCODE,"ENCFF396UUU,","accession,",https://www.encodeproject.org/files/ENCFF396UUU/@@download/ENCFF396UUU.bed.gz,2019-11-24 05:01:18
48,ENCODE,"ENCFF625CSU,","accession,",https://www.encodeproject.org/files/ENCFF625CSU/@@download/ENCFF625CSU.bed.gz,2019-11-24 05:01:18
49,ENCODE,"ENCFF907KEJ,","accession,",https://www.encodeproject.org/files/ENCFF907KEJ/@@download/ENCFF907KEJ.bed.gz,2019-11-24 05:01:18
50,ENCODE,"ENCFF808WUX,","accession,",https://www.encodeproject.org/files/ENCFF808WUX/@@download/ENCFF808WUX.bed.gz,2019-11-24 05:01:18
51,ENCODE,"ENCFF380WOL,","accession,",https://www.encodeproject.org/files/ENCFF380WOL/@@download/ENCFF380WOL.bed.gz,2019-11-24 05:01:18
52,ENCODE,"ENCFF620KKE,","accession,",https://www.encodeproject.org/files/ENCFF620KKE/@@download/ENCFF620KKE.bed.gz,2019-11-24 05:01:18
53,ENCODE,"ENCFF072UWP,","accession,",https://www.encodeproject.org/files/ENCFF072UWP/@@download/ENCFF072UWP.bed.gz,2019-11-24 05:01:18
54,ENCODE,"ENCFF223ZXD,","accession,",https://www.encodeproject.org/files/ENCFF223ZXD/@@download/ENCFF223ZXD.bed.gz,2019-11-24 05:01:18
55,ENCODE,"ENCFF729QNR,","accession,",https://www.encodeproject.org/files/ENCFF729QNR/@@download/ENCFF729QNR.bed.gz,2019-11-24 05:01:18
56,ENCODE,"ENCFF179YWB,","accession,",https://www.encodeproject.org/files/ENCFF179YWB/@@download/ENCFF179YWB.bed.gz,2019-11-24 05:01:18
57,ENCODE,"ENCFF148UOD,","accession,",https://www.encodeproject.org/files/ENCFF148UOD/@@download/ENCFF148UOD.bed.gz,2019-11-24 05:01:18
58,ENCODE,"ENCFF773XKG,","accession,",https://www.encodeproject.org/files/ENCFF773XKG/@@download/ENCFF773XKG.bed.gz,2019-11-24 05:01:18
59,ENCODE,"ENCFF500PJR,","accession,",https://www.encodeproject.org/files/ENCFF500PJR/@@download/ENCFF500PJR.bed.gz,2019-11-24 05:01:18
60,ENCODE,"ENCFF646XTO,","accession,",https://www.encodeproject.org/files/ENCFF646XTO/@@download/ENCFF646XTO.bed.gz,2019-11-24 05:01:18
61,ENCODE,"ENCFF285PQA,","accession,",https://www.encodeproject.org/files/ENCFF285PQA/@@download/ENCFF285PQA.bed.gz,2019-11-24 05:01:18
62,ENCODE,"ENCFF601XVS,","accession,",https://www.encodeproject.org/files/ENCFF601XVS/@@download/ENCFF601XVS.bed.gz,2019-11-24 05:01:18
63,ENCODE,"ENCFF762LPY,","accession,",https://www.encodeproject.org/files/ENCFF762LPY/@@download/ENCFF762LPY.bed.gz,2019-11-24 05:01:18
64,ENCODE,"ENCFF916FGF,","accession,",https://www.encodeproject.org/files/ENCFF916FGF/@@download/ENCFF916FGF.bed.gz,2019-11-24 05:01:18
65,ENCODE,"ENCFF275SGU,","accession,",https://www.encodeproject.org/files/ENCFF275SGU/@@download/ENCFF275SGU.bed.gz,2019-11-24 05:01:18
66,ENCODE,"ENCFF579XTC,","accession,",https://www.encodeproject.org/files/ENCFF579XTC/@@download/ENCFF579XTC.bed.gz,2019-11-24 05:01:18
67,ENCODE,"ENCFF135FPB,","accession,",https://www.encodeproject.org/files/ENCFF135FPB/@@download/ENCFF135FPB.bed.gz,2019-11-24 05:01:18
68,ENCODE,"ENCFF691IPU,","accession,",https://www.encodeproject.org/files/ENCFF691IPU/@@download/ENCFF691IPU.bed.gz,2019-11-24 05:01:18
69,ENCODE,"ENCFF693TBO,","accession,",https://www.encodeproject.org/files/ENCFF693TBO/@@download/ENCFF693TBO.bed.gz,2019-11-24 05:01:18
70,ENCODE,"ENCFF102XCU,","accession,",https://www.encodeproject.org/files/ENCFF102XCU/@@download/ENCFF102XCU.bed.gz,2019-11-24 05:01:18
71,ENCODE,"ENCFF644JKD,","accession,",https://www.encodeproject.org/files/ENCFF644JKD/@@download/ENCFF644JKD.bed.gz,2019-11-24 05:01:18
72,ENCODE,"ENCFF797VLQ,","accession,",https://www.encodeproject.org/files/ENCFF797VLQ/@@download/ENCFF797VLQ.bed.gz,2019-11-24 05:01:18
73,ENCODE,"ENCFF399NTP,","accession,",https://www.encodeproject.org/files/ENCFF399NTP/@@download/ENCFF399NTP.bed.gz,2019-11-24 05:01:18
74,ENCODE,"ENCFF006YGI,","accession,",https://www.encodeproject.org/files/ENCFF006YGI/@@download/ENCFF006YGI.bed.gz,2019-11-24 05:01:18
75,ENCODE,"ENCFF688KFE,","accession,",https://www.encodeproject.org/files/ENCFF688KFE/@@download/ENCFF688KFE.bed.gz,2019-11-24 05:01:18
76,ENCODE,"ENCFF728IYI,","accession,",https://www.encodeproject.org/files/ENCFF728IYI/@@download/ENCFF728IYI.bed.gz,2019-11-24 05:01:18
77,ENCODE,"ENCFF250KJL,","accession,",https://www.encodeproject.org/files/ENCFF250KJL/@@download/ENCFF250KJL.bed.gz,2019-11-24 05:01:18
78,ENCODE,"ENCFF481CNC,","accession,",https://www.encodeproject.org/files/ENCFF481CNC/@@download/ENCFF481CNC.bed.gz,2019-11-24 05:01:18
79,ENCODE,"ENCFF505VMB,","accession,",https://www.encodeproject.org/files/ENCFF505VMB/@@download/ENCFF505VMB.bed.gz,2019-11-24 05:01:18
80,ENCODE,"ENCFF509AWS,","accession,",https://www.encodeproject.org/files/ENCFF509AWS/@@download/ENCFF509AWS.bed.gz,2019-11-24 05:01:18
81,ENCODE,"ENCFF768SLC,","accession,",https://www.encodeproject.org/files/ENCFF768SLC/@@download/ENCFF768SLC.bed.gz,2019-11-24 05:01:18
82,ENCODE,"ENCFF049IPS,","accession,",https://www.encodeproject.org/files/ENCFF049IPS/@@download/ENCFF049IPS.bed.gz,2019-11-24 05:01:18
83,ENCODE,"ENCFF768LTV,","accession,",https://www.encodeproject.org/files/ENCFF768LTV/@@download/ENCFF768LTV.bed.gz,2019-11-24 05:01:19
84,ENCODE,"ENCFF610UCL,","accession,",https://www.encodeproject.org/files/ENCFF610UCL/@@download/ENCFF610UCL.bed.gz,2019-11-24 05:01:19
85,ENCODE,"ENCFF869YGK,","accession,",https://www.encodeproject.org/files/ENCFF869YGK/@@download/ENCFF869YGK.bed.gz,2019-11-24 05:01:19
86,ENCODE,"ENCFF886WWT,","accession,",https://www.encodeproject.org/files/ENCFF886WWT/@@download/ENCFF886WWT.bed.gz,2019-11-24 05:01:19
87,ENCODE,"ENCFF508LRF,","accession,",https://www.encodeproject.org/files/ENCFF508LRF/@@download/ENCFF508LRF.bed.gz,2019-11-24 05:01:19
88,ENCODE,"ENCFF579GUD,","accession,",https://www.encodeproject.org/files/ENCFF579GUD/@@download/ENCFF579GUD.bed.gz,2019-11-24 05:01:19
89,ENCODE,"ENCFF350AMQ,","accession,",https://www.encodeproject.org/files/ENCFF350AMQ/@@download/ENCFF350AMQ.bed.gz,2019-11-24 05:01:19
90,ENCODE,"ENCFF076CAA,","accession,",https://www.encodeproject.org/files/ENCFF076CAA/@@download/ENCFF076CAA.bed.gz,2019-11-24 05:01:19
91,ENCODE,"ENCFF962OEY,","accession,",https://www.encodeproject.org/files/ENCFF962OEY/@@download/ENCFF962OEY.bed.gz,2019-11-24 05:01:19
92,ENCODE,"ENCFF157OEN,","accession,",https://www.encodeproject.org/files/ENCFF157OEN/@@download/ENCFF157OEN.bed.gz,2019-11-24 05:01:19
93,ENCODE,"ENCFF912XIE,","accession,",https://www.encodeproject.org/files/ENCFF912XIE/@@download/ENCFF912XIE.bed.gz,2019-11-24 05:01:19
94,ENCODE,"ENCFF112DKF,","accession,",https://www.encodeproject.org/files/ENCFF112DKF/@@download/ENCFF112DKF.bed.gz,2019-11-24 05:01:19
95,ENCODE,"ENCFF026ZWL,","accession,",https://www.encodeproject.org/files/ENCFF026ZWL/@@download/ENCFF026ZWL.bed.gz,2019-11-24 05:01:19
96,ENCODE,"ENCFF220VAH,","accession,",https://www.encodeproject.org/files/ENCFF220VAH/@@download/ENCFF220VAH.bed.gz,2019-11-24 05:01:19
97,ENCODE,"ENCFF177UJN,","accession,",https://www.encodeproject.org/files/ENCFF177UJN/@@download/ENCFF177UJN.bed.gz,2019-11-24 05:01:19
98,ENCODE,"ENCFF114FNT,","accession,",https://www.encodeproject.org/files/ENCFF114FNT/@@download/ENCFF114FNT.bed.gz,2019-11-24 05:01:19
99,ENCODE,"ENCFF542QZT,","accession,",https://www.encodeproject.org/files/ENCFF542QZT/@@download/ENCFF542QZT.bed.gz,2019-11-24 05:01:19
100,ENCODE,"ENCFF314SQB,","accession,",https://www.encodeproject.org/files/ENCFF314SQB/@@download/ENCFF314SQB.bed.gz,2019-11-24 05:01:19
101,ENCODE,"ENCFF335DOL,","accession,",https://www.encodeproject.org/files/ENCFF335DOL/@@download/ENCFF335DOL.bed.gz,2019-11-24 05:01:19
102,ENCODE,"ENCFF538QPY,","accession,",https://www.encodeproject.org/files/ENCFF538QPY/@@download/ENCFF538QPY.bed.gz,2019-11-24 05:01:19
103,ENCODE,"ENCFF885NQN,","accession,",https://www.encodeproject.org/files/ENCFF885NQN/@@download/ENCFF885NQN.bed.gz,2019-11-24 05:01:19
104,ENCODE,"ENCFF139RCX,","accession,",https://www.encodeproject.org/files/ENCFF139RCX/@@download/ENCFF139RCX.bed.gz,2019-11-24 05:01:19
105,ENCODE,"ENCFF321XTU,","accession,",https://www.encodeproject.org/files/ENCFF321XTU/@@download/ENCFF321XTU.bed.gz,2019-11-24 05:01:19
106,ENCODE,"ENCFF607VAP,","accession,",https://www.encodeproject.org/files/ENCFF607VAP/@@download/ENCFF607VAP.bed.gz,2019-11-24 05:01:19
107,ENCODE,"ENCFF167SCX,","accession,",https://www.encodeproject.org/files/ENCFF167SCX/@@download/ENCFF167SCX.bed.gz,2019-11-24 05:01:19
108,ENCODE,"ENCFF749CMN,","accession,",https://www.encodeproject.org/files/ENCFF749CMN/@@download/ENCFF749CMN.bed.gz,2019-11-24 05:01:19
109,ENCODE,"ENCFF615AFS,","accession,",https://www.encodeproject.org/files/ENCFF615AFS/@@download/ENCFF615AFS.bed.gz,2019-11-24 05:01:19
110,ENCODE,"ENCFF460HAL,","accession,",https://www.encodeproject.org/files/ENCFF460HAL/@@download/ENCFF460HAL.bed.gz,2019-11-24 05:01:19
111,ENCODE,"ENCFF234VTM,","accession,",https://www.encodeproject.org/files/ENCFF234VTM/@@download/ENCFF234VTM.bed.gz,2019-11-24 05:01:19
112,ENCODE,"ENCFF767AVJ,","accession,",https://www.encodeproject.org/files/ENCFF767AVJ/@@download/ENCFF767AVJ.bed.gz,2019-11-24 05:01:19
113,ENCODE,"ENCFF340BQM,","accession,",https://www.encodeproject.org/files/ENCFF340BQM/@@download/ENCFF340BQM.bed.gz,2019-11-24 05:01:19
114,ENCODE,"ENCFF423TZA,","accession,",https://www.encodeproject.org/files/ENCFF423TZA/@@download/ENCFF423TZA.bed.gz,2019-11-24 05:01:19
115,ENCODE,"ENCFF900GKE,","accession,",https://www.encodeproject.org/files/ENCFF900GKE/@@download/ENCFF900GKE.bed.gz,2019-11-24 05:01:19
116,ENCODE,"ENCFF100SKI,","accession,",https://www.encodeproject.org/files/ENCFF100SKI/@@download/ENCFF100SKI.bed.gz,2019-11-24 05:01:19
117,ENCODE,"ENCFF379HKV,","accession,",https://www.encodeproject.org/files/ENCFF379HKV/@@download/ENCFF379HKV.bed.gz,2019-11-24 05:01:19
118,ENCODE,"ENCFF960TOX,","accession,",https://www.encodeproject.org/files/ENCFF960TOX/@@download/ENCFF960TOX.bed.gz,2019-11-24 05:01:19
119,ENCODE,"ENCFF743OES,","accession,",https://www.encodeproject.org/files/ENCFF743OES/@@download/ENCFF743OES.bed.gz,2019-11-24 05:01:19
120,ENCODE,"ENCFF248QUD,","accession,",https://www.encodeproject.org/files/ENCFF248QUD/@@download/ENCFF248QUD.bed.gz,2019-11-24 05:01:19
121,ENCODE,"ENCFF989JUA,","accession,",https://www.encodeproject.org/files/ENCFF989JUA/@@download/ENCFF989JUA.bed.gz,2019-11-24 05:01:19
122,ENCODE,"ENCFF143HEE,","accession,",https://www.encodeproject.org/files/ENCFF143HEE/@@download/ENCFF143HEE.bed.gz,2019-11-24 05:01:19
123,ENCODE,"ENCFF831BFL,","accession,",https://www.encodeproject.org/files/ENCFF831BFL/@@download/ENCFF831BFL.bed.gz,2019-11-24 05:01:19
124,ENCODE,"ENCFF574FIL,","accession,",https://www.encodeproject.org/files/ENCFF574FIL/@@download/ENCFF574FIL.bed.gz,2019-11-24 05:01:19
125,ENCODE,"ENCFF872XQU,","accession,",https://www.encodeproject.org/files/ENCFF872XQU/@@download/ENCFF872XQU.bed.gz,2019-11-24 05:01:19
126,ENCODE,"ENCFF318FXB,","accession,",https://www.encodeproject.org/files/ENCFF318FXB/@@download/ENCFF318FXB.bed.gz,2019-11-24 05:01:19
127,ENCODE,"ENCFF846VQK,","accession,",https://www.encodeproject.org/files/ENCFF846VQK/@@download/ENCFF846VQK.bed.gz,2019-11-24 05:01:19
128,ENCODE,"ENCFF068YLN,","accession,",https://www.encodeproject.org/files/ENCFF068YLN/@@download/ENCFF068YLN.bed.gz,2019-11-24 05:01:19
129,ENCODE,"ENCFF174CEI,","accession,",https://www.encodeproject.org/files/ENCFF174CEI/@@download/ENCFF174CEI.bed.gz,2019-11-24 05:01:19
130,ENCODE,"ENCFF261IHN,","accession,",https://www.encodeproject.org/files/ENCFF261IHN/@@download/ENCFF261IHN.bed.gz,2019-11-24 05:01:19
131,ENCODE,"ENCFF270LLX,","accession,",https://www.encodeproject.org/files/ENCFF270LLX/@@download/ENCFF270LLX.bed.gz,2019-11-24 05:01:19
132,ENCODE,"ENCFF825XAC,","accession,",https://www.encodeproject.org/files/ENCFF825XAC/@@download/ENCFF825XAC.bed.gz,2019-11-24 05:01:19
133,ENCODE,"ENCFF338TGS,","accession,",https://www.encodeproject.org/files/ENCFF338TGS/@@download/ENCFF338TGS.bed.gz,2019-11-24 05:01:19
134,ENCODE,"ENCFF044BBL,","accession,",https://www.encodeproject.org/files/ENCFF044BBL/@@download/ENCFF044BBL.bed.gz,2019-11-24 05:01:19
135,ENCODE,"ENCFF861NDU,","accession,",https://www.encodeproject.org/files/ENCFF861NDU/@@download/ENCFF861NDU.bed.gz,2019-11-24 05:01:19
136,ENCODE,"ENCFF540DVR,","accession,",https://www.encodeproject.org/files/ENCFF540DVR/@@download/ENCFF540DVR.bed.gz,2019-11-24 05:01:19
137,ENCODE,"ENCFF898JJD,","accession,",https://www.encodeproject.org/files/ENCFF898JJD/@@download/ENCFF898JJD.bed.gz,2019-11-24 05:01:19
138,ENCODE,"ENCFF716XFO,","accession,",https://www.encodeproject.org/files/ENCFF716XFO/@@download/ENCFF716XFO.bed.gz,2019-11-24 05:01:19
139,ENCODE,"ENCFF543QQZ,","accession,",https://www.encodeproject.org/files/ENCFF543QQZ/@@download/ENCFF543QQZ.bed.gz,2019-11-24 05:01:19
140,ENCODE,"ENCFF024YSG,","accession,",https://www.encodeproject.org/files/ENCFF024YSG/@@download/ENCFF024YSG.bed.gz,2019-11-24 05:01:19
141,ENCODE,"ENCFF237VLQ,","accession,",https://www.encodeproject.org/files/ENCFF237VLQ/@@download/ENCFF237VLQ.bed.gz,2019-11-24 05:01:19
142,ENCODE,"ENCFF281XHU,","accession,",https://www.encodeproject.org/files/ENCFF281XHU/@@download/ENCFF281XHU.bed.gz,2019-11-24 05:01:19
143,ENCODE,"ENCFF136LAP,","accession,",https://www.encodeproject.org/files/ENCFF136LAP/@@download/ENCFF136LAP.bed.gz,2019-11-24 05:01:19
144,ENCODE,"ENCFF617JQS,","accession,",https://www.encodeproject.org/files/ENCFF617JQS/@@download/ENCFF617JQS.bed.gz,2019-11-24 05:01:21
145,ENCODE,"ENCFF808WST,","accession,",https://www.encodeproject.org/files/ENCFF808WST/@@download/ENCFF808WST.bed.gz,2019-11-24 05:01:21
146,ENCODE,"ENCFF291RDN,","accession,",https://www.encodeproject.org/files/ENCFF291RDN/@@download/ENCFF291RDN.bed.gz,2019-11-24 05:01:25
147,ENCODE,"ENCFF567XKZ,","accession,",https://www.encodeproject.org/files/ENCFF567XKZ/@@download/ENCFF567XKZ.bed.gz,2019-11-24 05:01:25
148,ENCODE,"ENCFF676WYA,","accession,",https://www.encodeproject.org/files/ENCFF676WYA/@@download/ENCFF676WYA.bed.gz,2019-11-24 05:01:25
149,ENCODE,"ENCFF616YFR,","accession,",https://www.encodeproject.org/files/ENCFF616YFR/@@download/ENCFF616YFR.bed.gz,2019-11-24 05:01:25
150,ENCODE,"ENCFF091KSY,","accession,",https://www.encodeproject.org/files/ENCFF091KSY/@@download/ENCFF091KSY.bed.gz,2019-11-24 05:01:25
151,ENCODE,"ENCFF348MWL,","accession,",https://www.encodeproject.org/files/ENCFF348MWL/@@download/ENCFF348MWL.bed.gz,2019-11-24 05:01:25
152,ENCODE,"ENCFF353CLB,","accession,",https://www.encodeproject.org/files/ENCFF353CLB/@@download/ENCFF353CLB.bed.gz,2019-11-24 05:01:25
153,ENCODE,"ENCFF049JNK,","accession,",https://www.encodeproject.org/files/ENCFF049JNK/@@download/ENCFF049JNK.bed.gz,2019-11-24 05:01:25
154,ENCODE,"ENCFF469SGL,","accession,",https://www.encodeproject.org/files/ENCFF469SGL/@@download/ENCFF469SGL.bed.gz,2019-11-24 05:01:25
155,ENCODE,"ENCFF266KJH,","accession,",https://www.encodeproject.org/files/ENCFF266KJH/@@download/ENCFF266KJH.bed.gz,2019-11-24 05:01:25
156,ENCODE,"ENCFF169FFA,","accession,",https://www.encodeproject.org/files/ENCFF169FFA/@@download/ENCFF169FFA.bed.gz,2019-11-24 05:01:25
157,ENCODE,"ENCFF244FQD,","accession,",https://www.encodeproject.org/files/ENCFF244FQD/@@download/ENCFF244FQD.bed.gz,2019-11-24 05:01:25
158,ENCODE,"ENCFF287SLI,","accession,",https://www.encodeproject.org/files/ENCFF287SLI/@@download/ENCFF287SLI.bed.gz,2019-11-24 05:01:25
159,ENCODE,"ENCFF231LOU,","accession,",https://www.encodeproject.org/files/ENCFF231LOU/@@download/ENCFF231LOU.bed.gz,2019-11-24 05:01:25
160,ENCODE,"ENCFF833NHM,","accession,",https://www.encodeproject.org/files/ENCFF833NHM/@@download/ENCFF833NHM.bed.gz,2019-11-24 05:01:25
161,ENCODE,"ENCFF848EEE,","accession,",https://www.encodeproject.org/files/ENCFF848EEE/@@download/ENCFF848EEE.bed.gz,2019-11-24 05:01:25
162,ENCODE,"ENCFF992XPI,","accession,",https://www.encodeproject.org/files/ENCFF992XPI/@@download/ENCFF992XPI.bed.gz,2019-11-24 05:01:25
163,ENCODE,"ENCFF951VPZ,","accession,",https://www.encodeproject.org/files/ENCFF951VPZ/@@download/ENCFF951VPZ.bed.gz,2019-11-24 05:01:27
164,ENCODE,"ENCFF324QGE,","accession,",https://www.encodeproject.org/files/ENCFF324QGE/@@download/ENCFF324QGE.bed.gz,2019-11-24 05:01:27
165,ENCODE,"ENCFF293LRQ,","accession,",https://www.encodeproject.org/files/ENCFF293LRQ/@@download/ENCFF293LRQ.bed.gz,2019-11-24 05:01:29
166,ENCODE,"ENCFF168JLI,","accession,",https://www.encodeproject.org/files/ENCFF168JLI/@@download/ENCFF168JLI.bed.gz,2019-11-24 05:01:29
167,ENCODE,"ENCFF280YAF,","accession,",https://www.encodeproject.org/files/ENCFF280YAF/@@download/ENCFF280YAF.bed.gz,2019-11-24 05:01:31
168,ENCODE,"ENCFF344XWK,","accession,",https://www.encodeproject.org/files/ENCFF344XWK/@@download/ENCFF344XWK.bed.gz,2019-11-24 05:01:31
169,ENCODE,"ENCFF905JAC,","accession,",https://www.encodeproject.org/files/ENCFF905JAC/@@download/ENCFF905JAC.bed.gz,2019-11-24 05:01:34
170,ENCODE,"ENCFF837QHJ,","accession,",https://www.encodeproject.org/files/ENCFF837QHJ/@@download/ENCFF837QHJ.bed.gz,2019-11-24 05:01:34
171,ENCODE,"ENCFF497MUF,","accession,",https://www.encodeproject.org/files/ENCFF497MUF/@@download/ENCFF497MUF.bed.gz,2019-11-24 05:01:36
172,ENCODE,"ENCFF420PED,","accession,",https://www.encodeproject.org/files/ENCFF420PED/@@download/ENCFF420PED.bed.gz,2019-11-24 05:01:38
